,datetime,new,total_error,pips_candle_max_0_30_after,pips_candle_max_0_60_after,pips_candle_max_0_120_after,pips_candle_max_0_180_after,pips_candle_max_0_240_after
678,2010-04-22 08:30:00,Unemployment Claims_PPI m/m,3,2,2,3,3,3
679,2010-04-22 10:00:00,Existing Home Sales,3,48,48,48,48,48
680,2010-04-23 08:30:00,Core Durable Goods Orders m/m,6,5,5,39,82,82
681,2010-04-23 10:00:00,New Home Sales,6,34,72,77,77,90
682,2010-04-27 10:00:00,CB Consumer Confidence,3,26,41,41,41,41
683,2010-04-28 14:14:00,Federal Funds Rate,0,38,38,54,60,60
684,2010-04-29 08:30:00,Unemployment Claims,-3,8,8,8,8,8
685,2010-04-30 08:30:00,Advance GDP q/q,-6,15,25,25,25,25
686,2010-05-03 10:00:00,ISM Manufacturing PMI,3,6,6,6,6,6
687,2010-05-04 10:00:00,Pending Home Sales m/m,3,12,12,12,12,12
688,2010-05-05 08:15:00,ADP Non-Farm Employment Change,3,10,10,10,10,10
689,2010-05-05 10:00:00,ISM Non-Manufacturing PMI,-3,13,16,46,46,46
690,2010-05-06 08:30:00,Unemployment Claims,0,18,18,46,46,46
691,2010-05-07 08:30:00,Non-Farm Employment Change_Unemployment Rate,3,31,31,31,51,66
692,2010-05-12 08:30:00,Trade Balance,0,6,21,36,36,36
693,2010-05-13 08:30:00,Unemployment Claims,0,7,7,7,19,19
694,2010-05-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m,6,51,51,51,51,51
695,2010-05-14 09:55:00,Prelim UoM Consumer Sentiment,3,19,19,19,19,19
696,2010-05-17 09:00:00,TIC Long-Term Purchases,3,36,54,54,54,54
697,2010-05-18 08:30:00,PPI m/m_Building Permits,-6,20,30,30,30,30
698,2010-05-19 08:30:00,Core CPI m/m_CPI m/m,-6,83,83,121,121,121
699,2010-05-20 08:30:00,Unemployment Claims,-3,56,71,71,71,71
700,2010-05-20 10:00:00,Philly Fed Manufacturing Index,-3,16,16,40,40,160
701,2010-05-24 10:00:00,Existing Home Sales,3,32,38,61,66,66
702,2010-05-25 10:00:00,CB Consumer Confidence,3,13,13,37,37,37
703,2010-05-26 08:30:00,Core Durable Goods Orders m/m,0,0,0,0,0,0
704,2010-05-26 10:00:00,New Home Sales,6,1,1,1,1,1
705,2010-05-27 08:30:00,Unemployment Claims_Prelim GDP q/q,-6,8,11,14,89,130
706,2010-06-01 10:00:00,ISM Manufacturing PMI,3,119,119,119,119,119
707,2010-06-02 10:00:00,Pending Home Sales m/m,6,12,12,24,61,61
708,2010-06-03 08:15:00,ADP Non-Farm Employment Change,0,5,12,12,12,12
709,2010-06-03 08:30:00,Unemployment Claims,0,21,21,21,21,21
710,2010-06-03 10:00:00,ISM Non-Manufacturing PMI,0,2,2,2,2,2
711,2010-06-04 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,45,45,56,56,56
712,2010-06-10 08:30:00,Trade Balance_Unemployment Claims,-6,28,57,80,80,80
713,2010-06-11 08:30:00,Core Retail Sales m/m_Retail Sales m/m,0,13,13,27,27,27
714,2010-06-11 09:55:00,Prelim UoM Consumer Sentiment,3,14,14,14,14,14
715,2010-06-15 09:00:00,TIC Long-Term Purchases,3,21,21,31,60,60
716,2010-06-16 08:30:00,PPI m/m_Building Permits,0,24,34,61,73,73
717,2010-06-17 08:30:00,Unemployment Claims_Core CPI m/m,-3,28,51,56,56,56
718,2010-06-17 10:00:00,Philly Fed Manufacturing Index,-3,27,27,27,27,27
719,2010-06-22 10:00:00,Existing Home Sales,-3,12,12,41,41,41
720,2010-06-23 10:00:00,New Home Sales,-6,23,27,27,42,66
721,2010-06-23 14:15:00,Federal Funds Rate,0,58,58,58,58,58
722,2010-06-24 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,0,16,38,53,53,105
723,2010-06-29 10:00:00,CB Consumer Confidence,-6,12,30,38,51,51
724,2010-06-30 08:15:00,ADP Non-Farm Employment Change,-3,14,14,37,38,41
725,2010-07-01 08:30:00,Unemployment Claims,-3,45,45,89,123,126
726,2010-07-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m,-6,19,43,56,56,56
727,2010-07-02 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,40,40,40,40,40
728,2010-07-06 10:00:00,ISM Non-Manufacturing PMI,-3,18,33,40,42,42
729,2010-07-08 08:30:00,Unemployment Claims,3,23,29,37,37,37
730,2010-07-13 08:30:00,Trade Balance,-3,52,61,101,145,164
731,2010-07-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-3,14,14,14,58,64
732,2010-07-15 08:30:00,Unemployment Claims_PPI m/m,0,28,39,53,77,77
733,2010-07-15 10:00:00,Philly Fed Manufacturing Index,-3,3,21,30,30,30
734,2010-07-16 08:30:00,Core CPI m/m,3,8,8,8,8,8
735,2010-07-16 09:00:00,TIC Long-Term Purchases,-3,9,13,13,13,13
736,2010-07-16 09:55:00,Prelim UoM Consumer Sentiment,-3,2,2,2,2,2
737,2010-07-20 08:30:00,Building Permits,0,18,18,39,66,66
738,2010-07-22 08:30:00,Unemployment Claims,-3,7,7,69,69,69
739,2010-07-22 10:00:00,Existing Home Sales,3,40,40,40,40,40
740,2010-07-26 10:00:00,New Home Sales,0,8,8,46,55,58
741,2010-07-27 10:00:00,CB Consumer Confidence,0,1,1,1,8,8
742,2010-07-28 08:30:00,Core Durable Goods Orders m/m,0,2,3,27,33,33
743,2010-07-29 08:30:00,Unemployment Claims,0,23,29,39,39,39
744,2010-07-30 08:30:00,Advance GDP q/q,-6,11,11,11,11,24
745,2010-08-02 10:00:00,ISM Manufacturing PMI,3,38,56,61,61,61
746,2010-08-03 10:00:00,Pending Home Sales m/m,-3,2,25,37,37,37
747,2010-08-04 08:15:00,ADP Non-Farm Employment Change,0,10,10,13,13,13
748,2010-08-04 10:00:00,ISM Non-Manufacturing PMI,3,3,3,3,3,3
749,2010-08-05 08:30:00,Unemployment Claims,-3,23,23,23,23,23
750,2010-08-06 08:30:00,Non-Farm Employment Change_Unemployment Rate,-3,83,85,135,135,135
751,2010-08-10 14:15:00,Federal Funds Rate,0,55,55,55,55,55
752,2010-08-11 08:30:00,Trade Balance,-3,4,4,4,4,4
753,2010-08-12 08:30:00,Unemployment Claims,-3,9,31,43,54,57
754,2010-08-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Core CPI m/m,-3,13,13,17,17,17
755,2010-08-13 09:55:00,Prelim UoM Consumer Sentiment,3,3,3,3,3,3
756,2010-08-16 09:00:00,TIC Long-Term Purchases,3,27,27,27,27,27
757,2010-08-17 08:30:00,PPI m/m_Building Permits,0,15,22,22,22,22
758,2010-08-19 08:30:00,Unemployment Claims,-3,57,63,63,63,63
759,2010-08-19 10:00:00,Philly Fed Manufacturing Index,-3,15,15,15,15,15
760,2010-08-24 10:00:00,Existing Home Sales,-6,51,51,51,51,51
761,2010-08-25 08:30:00,Core Durable Goods Orders m/m,0,20,20,43,43,43
762,2010-08-25 10:00:00,New Home Sales,-6,18,18,18,18,18
763,2010-08-26 08:30:00,Unemployment Claims,3,1,26,69,75,75
764,2010-08-27 08:30:00,Prelim GDP q/q,3,40,40,40,77,77
765,2010-08-31 10:00:00,CB Consumer Confidence,6,22,22,22,22,22
766,2010-09-01 08:15:00,ADP Non-Farm Employment Change,-3,53,62,62,62,62
767,2010-09-01 10:00:00,ISM Manufacturing PMI,3,18,18,18,18,18
768,2010-09-02 08:30:00,Unemployment Claims,-3,41,41,41,41,41
769,2010-09-02 10:00:00,Pending Home Sales m/m,0,16,33,33,33,33
770,2010-09-03 08:30:00,Non-Farm Employment Change_Unemployment Rate,6,16,19,39,39,39
771,2010-09-03 10:00:00,ISM Non-Manufacturing PMI,-3,10,10,10,10,14
772,2010-09-09 08:30:00,Trade Balance_Unemployment Claims,3,21,38,38,38,38
773,2010-09-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-3,4,4,100,141,160
774,2010-09-16 08:30:00,Unemployment Claims_PPI m/m,6,15,31,53,53,53
775,2010-09-16 09:00:00,TIC Long-Term Purchases,3,19,19,41,41,41
776,2010-09-16 10:00:00,Philly Fed Manufacturing Index,-3,31,31,31,31,31
777,2010-09-17 08:30:00,Core CPI m/m,-3,12,12,20,20,20
778,2010-09-17 09:55:00,Prelim UoM Consumer Sentiment,-6,2,2,2,2,2
779,2010-09-21 08:30:00,Building Permits,0,12,29,29,29,29
780,2010-09-21 14:15:00,Federal Funds Rate,0,89,89,89,89,89
781,2010-09-23 08:30:00,Unemployment Claims,-3,31,49,49,49,49
782,2010-09-23 10:00:00,Existing Home Sales,0,32,40,40,51,51
783,2010-09-24 08:30:00,Core Durable Goods Orders m/m,6,25,36,46,63,63
784,2010-09-24 10:00:00,New Home Sales,0,14,26,31,31,31
785,2010-09-28 10:00:00,CB Consumer Confidence,-3,63,69,99,111,111
786,2010-09-30 08:30:00,Unemployment Claims,3,31,31,31,31,31
787,2010-10-01 10:00:00,ISM Manufacturing PMI,0,34,34,34,34,34
788,2010-10-04 10:00:00,Pending Home Sales m/m,0,18,18,18,18,18
789,2010-10-05 10:00:00,ISM Non-Manufacturing PMI,3,34,66,66,66,75
790,2010-10-06 08:15:00,ADP Non-Farm Employment Change,0,2,2,12,30,76
791,2010-10-07 08:30:00,Unemployment Claims,3,55,55,55,55,55
792,2010-10-08 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,31,31,31,31,31
793,2010-10-14 08:30:00,Trade Balance_Unemployment Claims_PPI m/m,-3,0,0,0,0,0
794,2010-10-15 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Core CPI m/m,6,12,12,12,12,12
795,2010-10-15 09:55:00,Prelim UoM Consumer Sentiment,0,13,13,16,16,16
796,2010-10-18 09:00:00,TIC Long-Term Purchases,3,15,39,52,64,73
797,2010-10-19 08:30:00,Building Permits,-3,8,8,8,8,8
798,2010-10-21 08:30:00,Unemployment Claims,-3,0,0,25,25,25
799,2010-10-21 10:00:00,Philly Fed Manufacturing Index,-3,48,48,48,48,48
800,2010-10-25 10:00:00,Existing Home Sales,3,18,18,18,18,18
801,2010-10-26 10:00:00,CB Consumer Confidence,3,21,21,21,21,21
802,2010-10-27 08:30:00,Core Durable Goods Orders m/m,-3,8,8,8,8,8
803,2010-10-27 10:00:00,New Home Sales,3,6,7,7,7,7
804,2010-10-28 08:30:00,Unemployment Claims,3,4,20,34,56,64
805,2010-10-29 08:30:00,Advance GDP q/q,-6,44,44,59,59,59
806,2010-11-01 10:00:00,ISM Manufacturing PMI,3,4,4,4,4,4
807,2010-11-03 08:15:00,ADP Non-Farm Employment Change,6,5,5,5,5,5
808,2010-11-03 10:00:00,ISM Non-Manufacturing PMI,3,17,17,17,30,48
809,2010-11-03 14:15:00,Federal Funds Rate,0,48,48,54,54,54
810,2010-11-04 08:30:00,Unemployment Claims,-3,13,13,30,30,30
811,2010-11-05 08:30:00,Non-Farm Employment Change_Unemployment Rate,6,46,46,64,64,64
812,2010-11-05 12:30:00,Pending Home Sales m/m,-3,20,20,20,20,20
813,2010-11-10 08:30:00,Trade Balance_Unemployment Claims,6,50,55,55,55,55
814,2010-11-12 09:55:00,Prelim UoM Consumer Sentiment,0,3,3,3,3,3
815,2010-11-15 08:30:00,Core Retail Sales m/m_Retail Sales m/m,9,9,24,24,24,24
816,2010-11-16 08:30:00,PPI m/m,-3,8,8,8,8,8
817,2010-11-16 09:00:00,TIC Long-Term Purchases,-3,5,5,5,5,5
818,2010-11-17 08:30:00,Core CPI m/m_Building Permits,-3,6,9,45,45,54
819,2010-11-18 08:30:00,Unemployment Claims,0,18,18,18,18,18
820,2010-11-18 10:00:00,Philly Fed Manufacturing Index,3,8,8,33,43,43
821,2010-11-23 08:30:00,Prelim GDP q/q,3,5,5,5,5,5
822,2010-11-23 10:00:00,Existing Home Sales,-3,0,0,0,0,0
823,2010-11-24 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,3,49,60,65,73,73
824,2010-11-24 10:00:00,New Home Sales,-3,27,36,36,36,36
825,2010-11-30 10:00:00,CB Consumer Confidence,3,23,23,32,36,36
826,2010-12-01 08:15:00,ADP Non-Farm Employment Change,6,42,42,42,42,84
827,2010-12-01 10:00:00,ISM Manufacturing PMI,0,5,5,56,56,56
828,2010-12-02 08:30:00,Unemployment Claims,-3,2,2,51,98,98
829,2010-12-02 10:00:00,Pending Home Sales m/m,3,23,23,70,70,70
830,2010-12-03 08:30:00,Non-Farm Employment Change_Unemployment Rate,-3,76,93,99,128,128
831,2010-12-03 10:00:00,ISM Non-Manufacturing PMI,0,10,47,53,53,53
832,2010-12-09 08:30:00,Unemployment Claims,3,19,24,24,24,24
833,2010-12-10 08:30:00,Trade Balance,3,4,4,4,4,15
834,2010-12-10 09:55:00,Prelim UoM Consumer Sentiment,6,3,18,39,39,39
835,2010-12-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,15,32,32,32,32,32
836,2010-12-14 14:15:00,Federal Funds Rate,0,18,18,18,18,18
837,2010-12-15 08:30:00,Core CPI m/m,0,19,24,30,30,30
838,2010-12-15 09:00:00,TIC Long-Term Purchases,-6,19,23,25,25,25
839,2010-12-16 08:30:00,Unemployment Claims_Building Permits,-3,10,14,14,14,14
840,2010-12-16 10:00:00,Philly Fed Manufacturing Index,3,3,3,3,15,15
841,2010-12-22 10:00:00,Existing Home Sales,-3,5,16,16,16,16
842,2010-12-23 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,6,11,11,13,57,57
843,2010-12-23 10:00:00,New Home Sales,-6,9,12,61,67,67
844,2010-12-28 10:00:00,CB Consumer Confidence,-3,16,16,16,16,16
845,2010-12-30 08:30:00,Unemployment Claims,3,25,27,41,41,41
846,2010-12-30 10:00:00,Pending Home Sales m/m,0,1,1,1,1,1
847,2011-01-03 10:00:00,ISM Manufacturing PMI,0,18,54,85,85,85
848,2011-01-05 08:15:00,ADP Non-Farm Employment Change,3,10,10,10,10,10
849,2011-01-05 10:00:00,ISM Non-Manufacturing PMI,3,8,8,15,34,34
850,2011-01-06 08:30:00,Unemployment Claims,-3,7,14,14,14,14
851,2011-01-07 08:30:00,Non-Farm Employment Change_Unemployment Rate,3,33,39,39,39,39
852,2011-01-13 08:30:00,Trade Balance_Unemployment Claims_PPI m/m,3,64,97,133,148,161
853,2011-01-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Core CPI m/m,-9,2,2,31,31,31
854,2011-01-14 09:55:00,Prelim UoM Consumer Sentiment,-3,31,31,31,31,31
855,2011-01-18 09:00:00,TIC Long-Term Purchases,3,35,78,78,78,78
856,2011-01-19 08:30:00,Building Permits,3,3,3,3,3,3
857,2011-01-20 08:30:00,Unemployment Claims,3,6,8,38,38,38
858,2011-01-20 10:00:00,Philly Fed Manufacturing Index_Existing Home Sales,0,2,2,2,5,5
859,2011-01-25 10:00:00,CB Consumer Confidence,6,65,73,73,73,73
860,2011-01-26 10:00:00,New Home Sales,0,33,50,50,50,50
861,2011-01-26 14:15:00,Federal Funds Rate,0,6,6,6,13,13
862,2011-01-27 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,-3,21,21,21,21,21
863,2011-01-27 10:00:00,Pending Home Sales m/m,0,21,32,32,32,32
864,2011-01-28 08:30:00,Advance GDP q/q,0,7,7,7,7,7
865,2011-02-01 10:00:00,ISM Manufacturing PMI,3,36,56,64,96,97
866,2011-02-02 08:15:00,ADP Non-Farm Employment Change,0,8,8,8,18,18
867,2011-02-03 08:30:00,Unemployment Claims,3,5,5,5,5,5
868,2011-02-03 10:00:00,ISM Non-Manufacturing PMI,3,8,8,23,23,23
869,2011-02-04 08:30:00,Non-Farm Employment Change_Unemployment Rate,3,3,3,3,3,3
870,2011-02-10 08:30:00,Unemployment Claims,3,13,30,30,37,48
871,2011-02-11 08:30:00,Trade Balance,0,3,3,25,32,32
872,2011-02-11 09:55:00,Prelim UoM Consumer Sentiment,3,27,27,34,34,34
873,2011-02-15 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-12,30,30,30,30,30
874,2011-02-15 09:00:00,TIC Long-Term Purchases,-3,0,0,0,0,0
875,2011-02-16 08:30:00,PPI m/m_Building Permits,-3,0,3,17,70,105
876,2011-02-17 08:30:00,Unemployment Claims_Core CPI m/m,0,18,18,44,46,48
877,2011-02-17 10:00:00,Philly Fed Manufacturing Index,3,24,24,28,28,28
878,2011-02-22 10:00:00,CB Consumer Confidence,6,13,16,16,16,16
879,2011-02-23 10:00:00,Existing Home Sales,0,31,31,31,31,31
880,2011-02-24 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,3,20,40,60,60,60
881,2011-02-24 10:00:00,New Home Sales,-6,39,39,39,39,39
882,2011-02-25 08:30:00,Prelim GDP q/q,-3,9,9,9,9,9
883,2011-02-28 10:00:00,Pending Home Sales m/m,-6,7,7,7,7,7
884,2011-03-01 10:00:00,ISM Manufacturing PMI,3,1,17,22,22,22
885,2011-03-02 08:15:00,ADP Non-Farm Employment Change,3,50,50,70,78,78
886,2011-03-03 08:30:00,Unemployment Claims,3,52,52,52,52,52
887,2011-03-03 10:00:00,ISM Non-Manufacturing PMI,0,21,22,22,22,22
888,2011-03-04 08:30:00,Non-Farm Employment Change_Unemployment Rate,6,4,8,24,24,24
889,2011-03-10 08:30:00,Trade Balance_Unemployment Claims,-6,5,8,18,18,18
890,2011-03-11 08:30:00,Core Retail Sales m/m_Retail Sales m/m,9,25,31,74,84,117
891,2011-03-11 09:55:00,Prelim UoM Consumer Sentiment,0,23,27,46,66,66
892,2011-03-15 09:00:00,TIC Long-Term Purchases,-6,19,44,75,80,96
893,2011-03-15 14:14:00,Federal Funds Rate,0,35,52,52,52,52
894,2011-03-16 08:30:00,PPI m/m_Building Permits,0,16,16,16,16,16
895,2011-03-17 08:30:00,Unemployment Claims_Core CPI m/m,3,3,3,3,16,30
896,2011-03-17 10:00:00,Philly Fed Manufacturing Index,3,7,19,37,51,51
897,2011-03-21 10:00:00,Existing Home Sales,0,28,28,28,45,57
898,2011-03-23 10:00:00,New Home Sales,0,43,43,43,43,43
899,2011-03-24 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,3,5,5,20,66,72
900,2011-03-28 10:00:00,Pending Home Sales m/m,3,17,21,21,21,21
901,2011-03-29 10:00:00,CB Consumer Confidence,0,10,10,10,10,10
902,2011-03-30 08:15:00,ADP Non-Farm Employment Change,-3,3,3,3,3,3
903,2011-03-31 08:30:00,Unemployment Claims,-6,1,1,7,7,7
904,2011-04-01 08:30:00,Non-Farm Employment Change_Unemployment Rate,6,0,0,8,65,92
905,2011-04-01 10:00:00,ISM Manufacturing PMI,0,44,62,128,133,138
906,2011-04-05 10:00:00,ISM Non-Manufacturing PMI,-3,28,40,65,65,65
907,2011-04-07 08:30:00,Unemployment Claims,0,18,18,22,22,22
908,2011-04-12 08:30:00,Trade Balance,-3,21,23,23,23,23
909,2011-04-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m,6,6,13,13,19,19
910,2011-04-14 08:30:00,Unemployment Claims_PPI m/m,-6,25,26,64,66,90
911,2011-04-15 08:30:00,Core CPI m/m,-3,2,2,2,5,5
912,2011-04-15 09:00:00,TIC Long-Term Purchases,-3,15,15,24,42,42
913,2011-04-15 09:55:00,Prelim UoM Consumer Sentiment,0,16,16,39,39,39
914,2011-04-19 08:30:00,Building Permits,3,6,6,20,20,30
915,2011-04-20 10:00:00,Existing Home Sales,6,12,12,12,12,12
916,2011-04-21 08:30:00,Unemployment Claims,-3,3,15,15,15,15
917,2011-04-21 10:00:00,Philly Fed Manufacturing Index,-3,29,35,51,51,51
918,2011-04-25 10:00:00,New Home Sales,6,0,0,0,0,0
919,2011-04-26 10:00:00,CB Consumer Confidence,6,32,32,32,44,44
920,2011-04-27 08:30:00,Core Durable Goods Orders m/m,0,3,10,27,27,32
921,2011-04-27 12:32:00,Federal Funds Rate,0,14,20,48,84,102
922,2011-04-28 08:30:00,Unemployment Claims_Advance GDP q/q,-9,5,5,38,38,38
923,2011-04-28 10:00:00,Pending Home Sales m/m,0,13,13,13,13,13
924,2011-05-02 10:00:00,ISM Manufacturing PMI,3,36,44,50,50,50
925,2011-05-04 08:15:00,ADP Non-Farm Employment Change,-3,31,35,43,43,43
926,2011-05-04 10:00:00,ISM Non-Manufacturing PMI,-3,9,9,9,9,9
927,2011-05-05 08:30:00,Unemployment Claims,-3,18,18,18,18,18
928,2011-05-06 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,32,68,68,68,68
929,2011-05-11 08:30:00,Trade Balance,-3,13,18,18,18,18
930,2011-05-12 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m_PPI m/m,6,10,50,58,82,97
931,2011-05-13 08:30:00,Core CPI m/m,0,21,21,21,21,21
932,2011-05-13 09:55:00,Prelim UoM Consumer Sentiment,3,8,8,8,8,8
933,2011-05-16 09:00:00,TIC Long-Term Purchases,-3,41,65,100,106,106
934,2011-05-17 08:30:00,Building Permits,-3,15,15,35,35,35
935,2011-05-19 08:30:00,Unemployment Claims,3,1,5,35,35,64
936,2011-05-19 10:00:00,Philly Fed Manufacturing Index_Existing Home Sales,-6,5,5,5,41,42
937,2011-05-24 10:00:00,New Home Sales,3,20,30,30,30,30
938,2011-05-25 08:30:00,Core Durable Goods Orders m/m,0,15,15,15,24,42
939,2011-05-26 08:30:00,Unemployment Claims_Prelim GDP q/q,-9,15,15,19,19,19
940,2011-05-27 10:00:00,Pending Home Sales m/m,-6,8,38,58,58,58
941,2011-05-31 10:00:00,CB Consumer Confidence,0,18,18,18,18,18
942,2011-06-01 08:15:00,ADP Non-Farm Employment Change,-3,10,10,12,21,32
943,2011-06-01 10:00:00,ISM Manufacturing PMI,-3,38,38,49,49,49
944,2011-06-02 08:30:00,Unemployment Claims,-3,3,5,8,8,8
945,2011-06-03 08:30:00,Non-Farm Employment Change_Unemployment Rate,-9,0,8,59,63,115
946,2011-06-03 10:00:00,ISM Non-Manufacturing PMI,3,31,31,54,88,88
947,2011-06-09 08:30:00,Trade Balance_Unemployment Claims,6,8,8,8,8,8
948,2011-06-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,0,6,6,27,30,30
949,2011-06-15 08:30:00,Core CPI m/m,3,15,22,33,33,33
950,2011-06-15 09:00:00,TIC Long-Term Purchases,-3,13,24,24,24,24
951,2011-06-16 08:30:00,Unemployment Claims_Building Permits,6,62,71,94,94,107
952,2011-06-16 10:00:00,Philly Fed Manufacturing Index,-3,36,36,36,49,49
953,2011-06-17 09:55:00,Prelim UoM Consumer Sentiment,0,8,8,33,33,33
954,2011-06-21 10:00:00,Existing Home Sales,-3,12,15,31,47,47
955,2011-06-22 12:27:00,Federal Funds Rate,0,10,10,18,18,18
956,2011-06-23 08:30:00,Unemployment Claims,-6,1,1,1,1,1
957,2011-06-23 10:00:00,New Home Sales,6,8,8,19,29,41
958,2011-06-24 08:30:00,Core Durable Goods Orders m/m,0,23,23,23,23,23
959,2011-06-28 09:43:00,CB Consumer Confidence,0,44,72,72,72,72
960,2011-06-29 10:00:00,Pending Home Sales m/m,6,22,35,75,75,76
961,2011-06-30 08:30:00,Unemployment Claims,-3,25,25,32,68,75
962,2011-07-01 10:00:00,ISM Manufacturing PMI,3,50,56,67,67,67
963,2011-07-06 10:00:00,ISM Non-Manufacturing PMI,-3,2,2,20,20,20
964,2011-07-07 08:15:00,ADP Non-Farm Employment Change,3,19,59,96,129,129
965,2011-07-07 08:30:00,Unemployment Claims,0,56,56,114,126,126
966,2011-07-08 08:30:00,Non-Farm Employment Change_Unemployment Rate,-9,79,79,79,79,79
967,2011-07-12 08:30:00,Trade Balance,-3,18,18,18,18,18
968,2011-07-14 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m_PPI m/m,-3,51,54,60,60,60
969,2011-07-15 08:30:00,Core CPI m/m,3,0,0,0,13,44
970,2011-07-15 09:55:00,Prelim UoM Consumer Sentiment,-3,20,20,53,74,74
971,2011-07-18 09:00:00,TIC Long-Term Purchases,-3,11,20,20,20,20
972,2011-07-19 08:30:00,Building Permits,0,31,31,45,45,45
973,2011-07-20 10:00:00,Existing Home Sales,-3,19,19,33,33,34
974,2011-07-21 08:30:00,Unemployment Claims,-3,45,50,118,118,118
975,2011-07-21 10:00:00,Philly Fed Manufacturing Index,3,63,63,63,63,63
976,2011-07-26 10:00:00,New Home Sales_CB Consumer Confidence,-6,16,30,36,39,48
977,2011-07-27 08:30:00,Core Durable Goods Orders m/m,-3,5,12,12,12,12
978,2011-07-28 08:30:00,Unemployment Claims,3,17,17,42,47,47
979,2011-07-28 10:00:00,Pending Home Sales m/m,3,27,27,32,32,42
980,2011-07-29 08:30:00,Advance GDP q/q,0,77,115,126,146,146
981,2011-08-01 10:00:00,ISM Manufacturing PMI,-3,13,13,13,13,13
982,2011-08-03 08:15:00,ADP Non-Farm Employment Change,0,14,24,24,24,24
983,2011-08-03 10:00:00,ISM Non-Manufacturing PMI,-3,1,9,22,22,35
984,2011-08-04 08:30:00,Unemployment Claims,0,34,34,34,34,34
985,2011-08-05 08:30:00,Non-Farm Employment Change_Unemployment Rate,9,13,65,65,65,65
986,2011-08-09 14:19:00,Federal Funds Rate,0,35,49,113,137,153
987,2011-08-11 08:30:00,Trade Balance_Unemployment Claims,0,75,122,136,181,181
988,2011-08-12 08:30:00,Core Retail Sales m/m_Retail Sales m/m,12,15,15,15,15,15
989,2011-08-12 09:55:00,Prelim UoM Consumer Sentiment,-3,2,2,2,2,2
990,2011-08-15 09:00:00,TIC Long-Term Purchases,-3,35,79,91,91,91
991,2011-08-16 08:30:00,Building Permits,0,9,24,30,30,84
992,2011-08-17 08:30:00,PPI m/m,3,2,20,35,35,35
993,2011-08-18 08:30:00,Unemployment Claims_Core CPI m/m,-3,17,17,17,17,17
994,2011-08-18 10:00:00,Philly Fed Manufacturing Index_Existing Home Sales,-3,0,0,0,0,0
995,2011-08-23 10:00:00,New Home Sales,-6,14,14,28,29,29
996,2011-08-24 08:30:00,Core Durable Goods Orders m/m,6,8,8,15,15,15
997,2011-08-25 08:30:00,Unemployment Claims,-3,10,37,37,37,37
998,2011-08-26 08:30:00,Prelim GDP q/q,-3,11,24,49,49,100
999,2011-08-29 10:00:00,Pending Home Sales m/m,-3,28,28,28,28,28
1000,2011-08-30 10:00:00,CB Consumer Confidence,-3,32,39,44,44,44
1001,2011-08-31 08:15:00,ADP Non-Farm Employment Change,-3,5,5,5,5,5
1002,2011-09-01 08:30:00,Unemployment Claims,0,21,21,34,34,34
1003,2011-09-01 10:00:00,ISM Manufacturing PMI,3,2,2,2,2,2
1004,2011-09-02 08:30:00,Non-Farm Employment Change_Unemployment Rate,-6,49,49,49,49,49
1005,2011-09-06 10:00:00,ISM Non-Manufacturing PMI,3,9,9,9,9,9
1006,2011-09-08 08:30:00,Trade Balance_Unemployment Claims,3,-1,-1,-1,-1,-1
1007,2011-09-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,-9,34,34,34,34,34
1008,2011-09-15 08:30:00,Unemployment Claims_Core CPI m/m,-3,48,145,145,145,145
1009,2011-09-15 10:00:00,Philly Fed Manufacturing Index,-3,1,1,1,1,1
1010,2011-09-16 09:00:00,TIC Long-Term Purchases,-3,36,64,64,64,64
1011,2011-09-16 09:55:00,Prelim UoM Consumer Sentiment,3,14,14,14,14,14
1012,2011-09-20 08:30:00,Building Permits,0,38,38,38,38,38
1013,2011-09-21 10:00:00,Existing Home Sales,3,8,46,60,80,112
1014,2011-09-22 08:30:00,Unemployment Claims,0,4,40,50,52,52
1015,2011-09-26 10:00:00,New Home Sales,3,7,36,82,82,82
1016,2011-09-27 10:00:00,CB Consumer Confidence,0,11,11,11,11,11
