actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
1.6%,USD,2012-08-08 08:30:00,1.5%,accurate,Medium,Prelim Nonfarm Productivity q/q,-0.9%,better,32,2012-08-08 12:30:00+00:00,6.67,2012,3,8,Wednesday
1.7%,USD,2012-08-08 08:30:00,0.5%,better,Medium,Prelim Unit Labor Costs q/q,1.3%,worse,32,2012-08-08 12:30:00+00:00,240.0,2012,3,8,Wednesday
-3.7M,USD,2012-08-08 10:30:00,-0.6M,accurate,Medium,Crude Oil Inventories,-6.5M,accurate,32,2012-08-08 14:30:00+00:00,-516.67,2012,3,8,Wednesday
-42.9B,USD,2012-08-09 08:30:00,-47.4B,better,High,Trade Balance,-48.0B,accurate,32,2012-08-09 12:30:00+00:00,9.49,2012,3,8,Thursday
361K,USD,2012-08-09 08:30:00,371K,better,High,Unemployment Claims,367K,accurate,32,2012-08-09 12:30:00+00:00,-2.7,2012,3,8,Thursday
-0.2%,USD,2012-08-09 10:00:00,0.3%,better,Low,Final Wholesale Inventories m/m,0.0%,better,32,2012-08-09 14:00:00+00:00,-166.67,2012,3,8,Thursday
24B,USD,2012-08-09 10:30:00,30B,accurate,Low,Natural Gas Storage,28B,accurate,32,2012-08-09 14:30:00+00:00,-20.0,2012,3,8,Thursday
-0.6%,USD,2012-08-10 08:30:00,0.1%,worse,Medium,Import Prices m/m,-2.4%,better,32,2012-08-10 12:30:00+00:00,-700.0,2012,3,8,Friday
-69.6B,USD,2012-08-10 13:59:00,-103.0B,better,Medium,Federal Budget Balance,-59.7B,accurate,32,2012-08-10 17:59:00+00:00,32.43,2012,3,8,Friday
0.2%,USD,2012-07-31 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,31,2012-07-31 12:30:00+00:00,0.0,2012,3,7,Tuesday
0.5%,USD,2012-07-31 08:30:00,0.5%,accurate,Medium,Employment Cost Index q/q,0.4%,accurate,31,2012-07-31 12:30:00+00:00,0.0,2012,3,7,Tuesday
0.0%,USD,2012-07-31 08:30:00,0.1%,worse,Medium,Personal Spending m/m,-0.1%,worse,31,2012-07-31 12:30:00+00:00,-100.0,2012,3,7,Tuesday
0.5%,USD,2012-07-31 08:30:00,0.5%,accurate,Low,Personal Income m/m,0.3%,better,31,2012-07-31 12:30:00+00:00,0.0,2012,3,7,Tuesday
-0.7%,USD,2012-07-31 09:00:00,-1.5%,better,Medium,S&P/CS Composite-20 HPI y/y,-1.8%,accurate,31,2012-07-31 13:00:00+00:00,53.33,2012,3,7,Tuesday
53.7,USD,2012-07-31 09:45:00,52.6,better,Medium,Chicago PMI,52.9,accurate,31,2012-07-31 13:45:00+00:00,2.09,2012,3,7,Tuesday
65.9,USD,2012-07-31 10:00:00,61.5,better,High,CB Consumer Confidence,62.7,better,31,2012-07-31 14:00:00+00:00,7.15,2012,3,7,Tuesday
163K,USD,2012-08-01 08:15:00,121K,better,High,ADP Non-Farm Employment Change,172K,accurate,31,2012-08-01 12:15:00+00:00,34.71,2012,3,8,Wednesday
51.4,USD,2012-08-01 09:00:00,51.9,worse,Low,Final Manufacturing PMI,51.8,accurate,31,2012-08-01 13:00:00+00:00,-0.96,2012,3,8,Wednesday
49.8,USD,2012-08-01 10:00:00,50.3,worse,High,ISM Manufacturing PMI,49.7,accurate,31,2012-08-01 14:00:00+00:00,-0.99,2012,3,8,Wednesday
0.4%,USD,2012-08-01 10:00:00,0.5%,accurate,Low,Construction Spending m/m,1.6%,better,31,2012-08-01 14:00:00+00:00,-20.0,2012,3,8,Wednesday
39.5,USD,2012-08-01 10:00:00,39.3,accurate,Low,ISM Manufacturing Prices,37.0,accurate,31,2012-08-01 14:00:00+00:00,0.51,2012,3,8,Wednesday
-6.5M,USD,2012-08-01 10:30:00,-1.5M,accurate,Medium,Crude Oil Inventories,2.7M,accurate,31,2012-08-01 14:30:00+00:00,-333.33,2012,3,8,Wednesday
14.1M,USD,2012-08-01 01:00:00,14.0M,accurate,Low,Total Vehicle Sales,14.1M,accurate,31,2012-08-01 05:00:00+00:00,0.71,2012,3,8,Wednesday
<0.25%,USD,2012-08-01 14:13:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,31,2012-08-01 18:13:00+00:00,0.0,2012,3,8,Wednesday
365K,USD,2012-08-02 08:30:00,375K,better,High,Unemployment Claims,357K,accurate,31,2012-08-02 12:30:00+00:00,-2.67,2012,3,8,Thursday
-0.5%,USD,2012-08-02 10:00:00,0.4%,worse,Medium,Factory Orders m/m,0.5%,worse,31,2012-08-02 14:00:00+00:00,-225.0,2012,3,8,Thursday
28B,USD,2012-08-02 10:30:00,22B,accurate,Low,Natural Gas Storage,26B,accurate,31,2012-08-02 14:30:00+00:00,27.27,2012,3,8,Thursday
163K,USD,2012-08-03 08:30:00,101K,better,High,Non-Farm Employment Change,64K,worse,31,2012-08-03 12:30:00+00:00,61.39,2012,3,8,Friday
8.3%,USD,2012-08-03 08:30:00,8.2%,worse,High,Unemployment Rate,8.2%,accurate,31,2012-08-03 12:30:00+00:00,1.22,2012,3,8,Friday
0.1%,USD,2012-08-03 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.3%,accurate,31,2012-08-03 12:30:00+00:00,-50.0,2012,3,8,Friday
52.6,USD,2012-08-03 10:00:00,52.1,better,High,ISM Non-Manufacturing PMI,52.1,accurate,31,2012-08-03 14:00:00+00:00,0.96,2012,3,8,Friday
51.8,USD,2012-07-24 09:00:00,52.1,accurate,Medium,Flash Manufacturing PMI,52.5,worse,30,2012-07-24 13:00:00+00:00,-0.58,2012,3,7,Tuesday
-17,USD,2012-07-24 09:59:00,0,worse,Low,Richmond Manufacturing Index,-3,accurate,30,2012-07-24 13:59:00+00:00,-1700.0,2012,3,7,Tuesday
0.8%,USD,2012-07-24 10:00:00,0.5%,better,Low,HPI m/m,0.7%,worse,30,2012-07-24 14:00:00+00:00,60.0,2012,3,7,Tuesday
350K,USD,2012-07-25 10:00:00,372K,worse,High,New Home Sales,382K,better,30,2012-07-25 14:00:00+00:00,-5.91,2012,3,7,Wednesday
2.7M,USD,2012-07-25 10:30:00,-0.1M,accurate,Medium,Crude Oil Inventories,-0.8M,accurate,30,2012-07-25 14:30:00+00:00,2800.0,2012,3,7,Wednesday
-1.1%,USD,2012-07-26 08:30:00,0.1%,worse,High,Core Durable Goods Orders m/m,0.8%,better,30,2012-07-26 12:30:00+00:00,-1200.0,2012,3,7,Thursday
353K,USD,2012-07-26 08:30:00,381K,better,High,Unemployment Claims,388K,accurate,30,2012-07-26 12:30:00+00:00,-7.35,2012,3,7,Thursday
1.6%,USD,2012-07-26 08:30:00,0.4%,better,Medium,Durable Goods Orders m/m,1.6%,better,30,2012-07-26 12:30:00+00:00,300.0,2012,3,7,Thursday
-1.4%,USD,2012-07-26 10:00:00,0.6%,worse,High,Pending Home Sales m/m,5.4%,worse,30,2012-07-26 14:00:00+00:00,-333.33,2012,3,7,Thursday
26B,USD,2012-07-26 10:30:00,26B,accurate,Low,Natural Gas Storage,28B,accurate,30,2012-07-26 14:30:00+00:00,0.0,2012,3,7,Thursday
1.5%,USD,2012-07-27 08:30:00,1.5%,accurate,High,Advance GDP q/q,1.9%,worse,30,2012-07-27 12:30:00+00:00,0.0,2012,3,7,Friday
1.6%,USD,2012-07-27 08:30:00,1.6%,accurate,Medium,Advance GDP Price Index q/q,2.0%,better,30,2012-07-27 12:30:00+00:00,0.0,2012,3,7,Friday
72.3,USD,2012-07-27 09:55:00,72.0,accurate,Medium,Revised UoM Consumer Sentiment,72.0,accurate,30,2012-07-27 13:55:00+00:00,0.42,2012,3,7,Friday
-0.4%,USD,2012-07-16 08:30:00,0.1%,worse,High,Core Retail Sales m/m,-0.4%,accurate,29,2012-07-16 12:30:00+00:00,-500.0,2012,3,7,Monday
-0.5%,USD,2012-07-16 08:30:00,0.1%,worse,High,Retail Sales m/m,-0.2%,accurate,29,2012-07-16 12:30:00+00:00,-600.0,2012,3,7,Monday
7.4,USD,2012-07-16 08:30:00,3.9,better,Medium,Empire State Manufacturing Index,2.3,accurate,29,2012-07-16 12:30:00+00:00,89.74,2012,3,7,Monday
0.3%,USD,2012-07-16 10:00:00,0.2%,worse,Medium,Business Inventories m/m,0.3%,better,29,2012-07-16 14:00:00+00:00,50.0,2012,3,7,Monday
0.2%,USD,2012-07-17 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,29,2012-07-17 12:30:00+00:00,0.0,2012,3,7,Tuesday
0.0%,USD,2012-07-17 08:30:00,0.0%,accurate,Medium,CPI m/m,-0.3%,accurate,29,2012-07-17 12:30:00+00:00,0.0,2012,3,7,Tuesday
55.0B,USD,2012-07-17 08:55:00,45.7B,better,Medium,TIC Long-Term Purchases,27.2B,accurate,29,2012-07-17 12:55:00+00:00,20.35,2012,3,7,Tuesday
78.9%,USD,2012-07-17 09:15:00,79.2%,worse,Medium,Capacity Utilization Rate,78.7%,worse,29,2012-07-17 13:15:00+00:00,-0.38,2012,3,7,Tuesday
0.4%,USD,2012-07-17 09:15:00,0.4%,accurate,Medium,Industrial Production m/m,-0.2%,worse,29,2012-07-17 13:15:00+00:00,0.0,2012,3,7,Tuesday
35,USD,2012-07-17 10:00:00,30,better,Low,NAHB Housing Market Index,29,accurate,29,2012-07-17 14:00:00+00:00,16.67,2012,3,7,Tuesday
0.76M,USD,2012-07-18 08:30:00,0.77M,accurate,High,Building Permits,0.78M,accurate,29,2012-07-18 12:30:00+00:00,-1.3,2012,3,7,Wednesday
0.76M,USD,2012-07-18 08:30:00,0.74M,accurate,Medium,Housing Starts,0.71M,accurate,29,2012-07-18 12:30:00+00:00,2.7,2012,3,7,Wednesday
-0.8M,USD,2012-07-18 10:30:00,0.5M,accurate,Medium,Crude Oil Inventories,-4.7M,accurate,29,2012-07-18 14:30:00+00:00,-260.0,2012,3,7,Wednesday
386K,USD,2012-07-19 08:30:00,367K,worse,High,Unemployment Claims,352K,accurate,29,2012-07-19 12:30:00+00:00,5.18,2012,3,7,Thursday
4.37M,USD,2012-07-19 10:00:00,4.64M,worse,High,Existing Home Sales,4.62M,better,29,2012-07-19 14:00:00+00:00,-5.82,2012,3,7,Thursday
-12.9,USD,2012-07-19 10:00:00,-7.9,worse,High,Philly Fed Manufacturing Index,-16.6,accurate,29,2012-07-19 14:00:00+00:00,-63.29,2012,3,7,Thursday
-0.3%,USD,2012-07-19 10:00:00,-0.1%,worse,Low,CB Leading Index m/m,0.4%,better,29,2012-07-19 14:00:00+00:00,-200.0,2012,3,7,Thursday
28B,USD,2012-07-19 10:30:00,34B,accurate,Low,Natural Gas Storage,33B,accurate,29,2012-07-19 14:30:00+00:00,-17.65,2012,3,7,Thursday
17.1B,USD,2012-07-09 15:00:00,8.7B,better,Low,Consumer Credit m/m,10.0B,better,28,2012-07-09 19:00:00+00:00,96.55,2012,3,7,Monday
91.4,USD,2012-07-10 07:30:00,93.3,worse,Low,NFIB Small Business Index,94.4,accurate,28,2012-07-10 11:30:00+00:00,-2.04,2012,3,7,Tuesday
47.0,USD,2012-07-10 10:00:00,46.9,accurate,Low,IBD/TIPP Economic Optimism,46.7,accurate,28,2012-07-10 14:00:00+00:00,0.21,2012,3,7,Tuesday
3.64M,USD,2012-07-10 10:00:00,3.59M,accurate,Low,JOLTS Job Openings,3.45M,accurate,28,2012-07-10 14:00:00+00:00,1.39,2012,3,7,Tuesday
-48.7B,USD,2012-07-11 08:30:00,-48.5B,accurate,High,Trade Balance,-50.6B,accurate,28,2012-07-11 12:30:00+00:00,-0.41,2012,3,7,Wednesday
0.3%,USD,2012-07-11 10:00:00,0.4%,better,Low,Final Wholesale Inventories m/m,0.5%,better,28,2012-07-11 14:00:00+00:00,-25.0,2012,3,7,Wednesday
-4.7M,USD,2012-07-11 10:30:00,-1.3M,accurate,Medium,Crude Oil Inventories,-4.3M,accurate,28,2012-07-11 14:30:00+00:00,-261.54,2012,3,7,Wednesday
350K,USD,2012-07-12 08:30:00,376K,better,High,Unemployment Claims,376K,accurate,28,2012-07-12 12:30:00+00:00,-6.91,2012,3,7,Thursday
-2.7%,USD,2012-07-12 08:30:00,-1.5%,worse,Medium,Import Prices m/m,-1.2%,worse,28,2012-07-12 12:30:00+00:00,-80.0,2012,3,7,Thursday
33B,USD,2012-07-12 10:30:00,27B,accurate,Low,Natural Gas Storage,39B,accurate,28,2012-07-12 14:30:00+00:00,22.22,2012,3,7,Thursday
-59.7B,USD,2012-07-12 13:54:00,-91.7B,better,Medium,Federal Budget Balance,-124.6B,accurate,28,2012-07-12 17:54:00+00:00,34.9,2012,3,7,Thursday
0.1%,USD,2012-07-13 08:30:00,-0.5%,better,High,PPI m/m,-1.0%,accurate,28,2012-07-13 12:30:00+00:00,120.0,2012,3,7,Friday
0.2%,USD,2012-07-13 08:30:00,0.3%,worse,Medium,Core PPI m/m,0.2%,accurate,28,2012-07-13 12:30:00+00:00,-33.33,2012,3,7,Friday
72.0,USD,2012-07-13 09:55:00,73.5,worse,High,Prelim UoM Consumer Sentiment,73.2,worse,28,2012-07-13 13:55:00+00:00,-2.04,2012,3,7,Friday
52.5,USD,2012-07-02 09:00:00,53.0,worse,Low,Final Manufacturing PMI,52.9,accurate,27,2012-07-02 13:00:00+00:00,-0.94,2012,3,7,Monday
49.7,USD,2012-07-02 10:00:00,52.1,worse,High,ISM Manufacturing PMI,53.5,accurate,27,2012-07-02 14:00:00+00:00,-4.61,2012,3,7,Monday
0.9%,USD,2012-07-02 10:00:00,0.3%,better,Low,Construction Spending m/m,0.6%,better,27,2012-07-02 14:00:00+00:00,200.0,2012,3,7,Monday
37.0,USD,2012-07-02 10:00:00,45.8,worse,Low,ISM Manufacturing Prices,47.5,accurate,27,2012-07-02 14:00:00+00:00,-19.21,2012,3,7,Monday
0.7%,USD,2012-07-03 10:00:00,0.1%,better,Medium,Factory Orders m/m,-0.7%,accurate,27,2012-07-03 14:00:00+00:00,600.0,2012,3,7,Tuesday
14.1M,USD,2012-07-03 01:00:00,14.0M,accurate,Low,Total Vehicle Sales,13.8M,accurate,27,2012-07-03 05:00:00+00:00,0.71,2012,3,7,Tuesday
176K,USD,2012-07-05 08:15:00,103K,better,High,ADP Non-Farm Employment Change,136K,accurate,27,2012-07-05 12:15:00+00:00,70.87,2012,3,7,Thursday
374K,USD,2012-07-05 08:30:00,385K,better,High,Unemployment Claims,388K,accurate,27,2012-07-05 12:30:00+00:00,-2.86,2012,3,7,Thursday
52.1,USD,2012-07-05 10:00:00,53.1,worse,High,ISM Non-Manufacturing PMI,53.7,accurate,27,2012-07-05 14:00:00+00:00,-1.88,2012,3,7,Thursday
-4.3M,USD,2012-07-05 11:00:00,-1.6M,accurate,Medium,Crude Oil Inventories,-0.1M,accurate,27,2012-07-05 15:00:00+00:00,-168.75,2012,3,7,Thursday
80K,USD,2012-07-06 08:30:00,97K,worse,High,Non-Farm Employment Change,77K,better,27,2012-07-06 12:30:00+00:00,-17.53,2012,3,7,Friday
8.2%,USD,2012-07-06 08:30:00,8.2%,accurate,High,Unemployment Rate,8.2%,accurate,27,2012-07-06 12:30:00+00:00,0.0,2012,3,7,Friday
0.3%,USD,2012-07-06 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.2%,better,27,2012-07-06 12:30:00+00:00,50.0,2012,3,7,Friday
39B,USD,2012-07-06 10:30:00,44B,accurate,Low,Natural Gas Storage,57B,accurate,27,2012-07-06 14:30:00+00:00,-11.36,2012,3,7,Friday
369K,USD,2012-06-25 10:00:00,347K,better,High,New Home Sales,358K,better,26,2012-06-25 14:00:00+00:00,6.34,2012,2,6,Monday
-1.9%,USD,2012-06-26 09:00:00,-2.4%,better,Medium,S&P/CS Composite-20 HPI y/y,-2.6%,accurate,26,2012-06-26 13:00:00+00:00,20.83,2012,2,6,Tuesday
-3,USD,2012-06-26 09:59:00,5,worse,Low,Richmond Manufacturing Index,4,accurate,26,2012-06-26 13:59:00+00:00,-160.0,2012,2,6,Tuesday
62.0,USD,2012-06-26 10:00:00,63.8,worse,High,CB Consumer Confidence,64.4,worse,26,2012-06-26 14:00:00+00:00,-2.82,2012,2,6,Tuesday
0.4%,USD,2012-06-27 08:30:00,0.9%,worse,High,Core Durable Goods Orders m/m,-0.6%,accurate,26,2012-06-27 12:30:00+00:00,-55.56,2012,2,6,Wednesday
1.1%,USD,2012-06-27 08:30:00,0.5%,better,Medium,Durable Goods Orders m/m,-0.2%,worse,26,2012-06-27 12:30:00+00:00,120.0,2012,2,6,Wednesday
5.9%,USD,2012-06-27 10:00:00,1.2%,better,High,Pending Home Sales m/m,-5.5%,accurate,26,2012-06-27 14:00:00+00:00,391.67,2012,2,6,Wednesday
-0.1M,USD,2012-06-27 10:30:00,-0.5M,accurate,Medium,Crude Oil Inventories,2.9M,accurate,26,2012-06-27 14:30:00+00:00,80.0,2012,2,6,Wednesday
386K,USD,2012-06-28 08:30:00,385K,accurate,High,Unemployment Claims,392K,worse,26,2012-06-28 12:30:00+00:00,0.26,2012,2,6,Thursday
1.9%,USD,2012-06-28 08:30:00,1.9%,accurate,Medium,Final GDP q/q,1.9%,accurate,26,2012-06-28 12:30:00+00:00,0.0,2012,2,6,Thursday
2.0%,USD,2012-06-28 08:30:00,1.7%,better,Low,Final GDP Price Index q/q,1.7%,accurate,26,2012-06-28 12:30:00+00:00,17.65,2012,2,6,Thursday
57B,USD,2012-06-28 10:30:00,55B,accurate,Low,Natural Gas Storage,62B,accurate,26,2012-06-28 14:30:00+00:00,3.64,2012,2,6,Thursday
0.1%,USD,2012-06-29 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.1%,accurate,26,2012-06-29 12:30:00+00:00,-50.0,2012,2,6,Friday
0.0%,USD,2012-06-29 08:30:00,0.1%,worse,Medium,Personal Spending m/m,0.1%,worse,26,2012-06-29 12:30:00+00:00,-100.0,2012,2,6,Friday
0.2%,USD,2012-06-29 08:30:00,0.3%,worse,Low,Personal Income m/m,0.2%,accurate,26,2012-06-29 12:30:00+00:00,-33.33,2012,2,6,Friday
52.9,USD,2012-06-29 09:45:00,52.8,accurate,Medium,Chicago PMI,52.7,accurate,26,2012-06-29 13:45:00+00:00,0.19,2012,2,6,Friday
73.2,USD,2012-06-29 09:55:00,74.2,worse,Medium,Revised UoM Consumer Sentiment,74.1,accurate,26,2012-06-29 13:55:00+00:00,-1.35,2012,2,6,Friday
29,USD,2012-06-18 10:00:00,28,better,Low,NAHB Housing Market Index,28,worse,25,2012-06-18 14:00:00+00:00,3.57,2012,2,6,Monday
0.78M,USD,2012-06-19 08:30:00,0.73M,better,High,Building Permits,0.72M,accurate,25,2012-06-19 12:30:00+00:00,6.85,2012,2,6,Tuesday
0.71M,USD,2012-06-19 08:30:00,0.72M,accurate,Medium,Housing Starts,0.74M,accurate,25,2012-06-19 12:30:00+00:00,-1.39,2012,2,6,Tuesday
3.42M,USD,2012-06-19 10:00:00,3.69M,worse,Low,JOLTS Job Openings,3.74M,accurate,25,2012-06-19 14:00:00+00:00,-7.32,2012,2,6,Tuesday
2.9M,USD,2012-06-20 10:30:00,-1.0M,accurate,Medium,Crude Oil Inventories,-0.2M,accurate,25,2012-06-20 14:30:00+00:00,390.0,2012,2,6,Wednesday
<0.25%,USD,2012-06-20 12:32:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,25,2012-06-20 16:32:00+00:00,0.0,2012,2,6,Wednesday
387K,USD,2012-06-21 08:30:00,381K,worse,High,Unemployment Claims,389K,accurate,25,2012-06-21 12:30:00+00:00,1.57,2012,2,6,Thursday
52.9,USD,2012-06-21 09:00:00,53.4,worse,Medium,Flash Manufacturing PMI,54.0,accurate,25,2012-06-21 13:00:00+00:00,-0.94,2012,2,6,Thursday
4.55M,USD,2012-06-21 10:00:00,4.58M,worse,High,Existing Home Sales,4.62M,accurate,25,2012-06-21 14:00:00+00:00,-0.66,2012,2,6,Thursday
-16.6,USD,2012-06-21 10:00:00,0.7,worse,High,Philly Fed Manufacturing Index,-5.8,accurate,25,2012-06-21 14:00:00+00:00,-2471.43,2012,2,6,Thursday
0.3%,USD,2012-06-21 10:00:00,0.2%,better,Low,CB Leading Index m/m,-0.1%,accurate,25,2012-06-21 14:00:00+00:00,50.0,2012,2,6,Thursday
0.8%,USD,2012-06-21 10:00:00,0.5%,better,Low,HPI m/m,1.6%,worse,25,2012-06-21 14:00:00+00:00,60.0,2012,2,6,Thursday
62B,USD,2012-06-21 10:30:00,64B,accurate,Low,Natural Gas Storage,67B,accurate,25,2012-06-21 14:30:00+00:00,-3.12,2012,2,6,Thursday
94.4,USD,2012-06-12 07:30:00,94.0,accurate,Low,NFIB Small Business Index,94.5,accurate,24,2012-06-12 11:30:00+00:00,0.43,2012,2,6,Tuesday
-1.0%,USD,2012-06-12 08:30:00,-1.0%,accurate,Medium,Import Prices m/m,0.0%,better,24,2012-06-12 12:30:00+00:00,0.0,2012,2,6,Tuesday
46.7,USD,2012-06-12 10:00:00,49.0,worse,Low,IBD/TIPP Economic Optimism,48.5,accurate,24,2012-06-12 14:00:00+00:00,-4.69,2012,2,6,Tuesday
-124.6B,USD,2012-06-12 13:59:00,-112.7B,worse,Medium,Federal Budget Balance,59.1B,accurate,24,2012-06-12 17:59:00+00:00,-10.56,2012,2,6,Tuesday
-0.4%,USD,2012-06-13 08:30:00,0.1%,worse,High,Core Retail Sales m/m,-0.3%,worse,24,2012-06-13 12:30:00+00:00,-500.0,2012,2,6,Wednesday
-1.0%,USD,2012-06-13 08:30:00,-0.6%,worse,High,PPI m/m,-0.2%,accurate,24,2012-06-13 12:30:00+00:00,-66.67,2012,2,6,Wednesday
-0.2%,USD,2012-06-13 08:30:00,-0.1%,worse,High,Retail Sales m/m,-0.2%,worse,24,2012-06-13 12:30:00+00:00,-100.0,2012,2,6,Wednesday
0.2%,USD,2012-06-13 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.2%,accurate,24,2012-06-13 12:30:00+00:00,0.0,2012,2,6,Wednesday
0.4%,USD,2012-06-13 10:00:00,0.4%,accurate,Medium,Business Inventories m/m,0.3%,accurate,24,2012-06-13 14:00:00+00:00,0.0,2012,2,6,Wednesday
-0.2M,USD,2012-06-13 10:30:00,-1.6M,accurate,Medium,Crude Oil Inventories,-0.1M,accurate,24,2012-06-13 14:30:00+00:00,87.5,2012,2,6,Wednesday
0.2%,USD,2012-06-14 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,24,2012-06-14 12:30:00+00:00,0.0,2012,2,6,Thursday
386K,USD,2012-06-14 08:30:00,377K,worse,High,Unemployment Claims,380K,accurate,24,2012-06-14 12:30:00+00:00,2.39,2012,2,6,Thursday
-0.3%,USD,2012-06-14 08:30:00,-0.2%,worse,Medium,CPI m/m,0.0%,accurate,24,2012-06-14 12:30:00+00:00,-50.0,2012,2,6,Thursday
-137B,USD,2012-06-14 08:30:00,-132B,worse,Medium,Current Account,-119B,better,24,2012-06-14 12:30:00+00:00,-3.79,2012,2,6,Thursday
67B,USD,2012-06-14 10:30:00,55B,accurate,Low,Natural Gas Storage,62B,accurate,24,2012-06-14 14:30:00+00:00,21.82,2012,2,6,Thursday
2.3,USD,2012-06-15 08:30:00,13.6,worse,Medium,Empire State Manufacturing Index,17.1,accurate,24,2012-06-15 12:30:00+00:00,-83.09,2012,2,6,Friday
25.6B,USD,2012-06-15 08:56:00,45.3B,worse,Medium,TIC Long-Term Purchases,36.0B,accurate,24,2012-06-15 12:56:00+00:00,-43.49,2012,2,6,Friday
79.0%,USD,2012-06-15 09:15:00,79.2%,worse,Medium,Capacity Utilization Rate,79.2%,accurate,24,2012-06-15 13:15:00+00:00,-0.25,2012,2,6,Friday
-0.1%,USD,2012-06-15 09:15:00,0.1%,worse,Medium,Industrial Production m/m,1.0%,worse,24,2012-06-15 13:15:00+00:00,-200.0,2012,2,6,Friday
74.1,USD,2012-06-15 09:55:00,77.5,worse,High,Prelim UoM Consumer Sentiment,79.3,better,24,2012-06-15 13:55:00+00:00,-4.39,2012,2,6,Friday
-0.6%,USD,2012-06-04 10:00:00,0.3%,worse,Medium,Factory Orders m/m,-2.1%,worse,23,2012-06-04 14:00:00+00:00,-300.0,2012,2,6,Monday
53.7,USD,2012-06-05 10:00:00,53.6,accurate,High,ISM Non-Manufacturing PMI,53.5,accurate,23,2012-06-05 14:00:00+00:00,0.19,2012,2,6,Tuesday
-0.9%,USD,2012-06-06 08:30:00,-0.6%,better,Medium,Revised Nonfarm Productivity q/q,-0.5%,accurate,23,2012-06-06 12:30:00+00:00,-50.0,2012,2,6,Wednesday
1.3%,USD,2012-06-06 08:30:00,2.3%,worse,Low,Revised Unit Labor Costs q/q,2.0%,accurate,23,2012-06-06 12:30:00+00:00,-43.48,2012,2,6,Wednesday
-0.1M,USD,2012-06-06 10:30:00,-1.1M,accurate,Medium,Crude Oil Inventories,2.2M,accurate,23,2012-06-06 14:30:00+00:00,90.91,2012,2,6,Wednesday
377K,USD,2012-06-07 08:30:00,381K,accurate,High,Unemployment Claims,389K,worse,23,2012-06-07 12:30:00+00:00,-1.05,2012,2,6,Thursday
62B,USD,2012-06-07 10:30:00,57B,accurate,Low,Natural Gas Storage,71B,accurate,23,2012-06-07 14:30:00+00:00,8.77,2012,2,6,Thursday
6.5B,USD,2012-06-07 15:00:00,10.9B,worse,Low,Consumer Credit m/m,12.4B,worse,23,2012-06-07 19:00:00+00:00,-40.37,2012,2,6,Thursday
-50.1B,USD,2012-06-08 08:30:00,-49.4B,accurate,High,Trade Balance,-52.6B,worse,23,2012-06-08 12:30:00+00:00,-1.42,2012,2,6,Friday
0.6%,USD,2012-06-08 10:00:00,0.5%,worse,Low,Final Wholesale Inventories m/m,0.3%,accurate,23,2012-06-08 14:00:00+00:00,20.0,2012,2,6,Friday
-2.6%,USD,2012-05-29 09:00:00,-2.7%,accurate,Medium,S&P/CS Composite-20 HPI y/y,-3.5%,accurate,22,2012-05-29 13:00:00+00:00,3.7,2012,2,5,Tuesday
64.9,USD,2012-05-29 10:00:00,69.8,worse,High,CB Consumer Confidence,68.7,worse,22,2012-05-29 14:00:00+00:00,-7.02,2012,2,5,Tuesday
-5.5%,USD,2012-05-30 10:00:00,0.0%,worse,High,Pending Home Sales m/m,3.8%,worse,22,2012-05-30 14:00:00+00:00,-550.0,2012,2,5,Wednesday
133K,USD,2012-05-31 08:15:00,145K,worse,High,ADP Non-Farm Employment Change,113K,accurate,22,2012-05-31 12:15:00+00:00,-8.28,2012,2,5,Thursday
1.9%,USD,2012-05-31 08:30:00,1.9%,accurate,High,Prelim GDP q/q,2.2%,accurate,22,2012-05-31 12:30:00+00:00,0.0,2012,2,5,Thursday
383K,USD,2012-05-31 08:30:00,369K,worse,High,Unemployment Claims,373K,accurate,22,2012-05-31 12:30:00+00:00,3.79,2012,2,5,Thursday
1.7%,USD,2012-05-31 08:30:00,1.5%,better,Low,Prelim GDP Price Index q/q,1.5%,accurate,22,2012-05-31 12:30:00+00:00,13.33,2012,2,5,Thursday
52.7,USD,2012-05-31 09:45:00,56.7,worse,Medium,Chicago PMI,56.2,accurate,22,2012-05-31 13:45:00+00:00,-7.05,2012,2,5,Thursday
71B,USD,2012-05-31 10:30:00,75B,accurate,Low,Natural Gas Storage,77B,accurate,22,2012-05-31 14:30:00+00:00,-5.33,2012,2,5,Thursday
2.2M,USD,2012-05-31 11:00:00,0.2M,accurate,Medium,Crude Oil Inventories,0.9M,accurate,22,2012-05-31 15:00:00+00:00,1000.0,2012,2,5,Thursday
69K,USD,2012-06-01 08:30:00,151K,worse,High,Non-Farm Employment Change,77K,worse,22,2012-06-01 12:30:00+00:00,-54.3,2012,2,6,Friday
