,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
1886,331M,NZD,2012-07-24 17:45:00,77M,better,Medium,Trade Balance,232M,worse,30
1887,-0.30T,JPY,2012-07-24 18:50:00,-0.39T,better,Medium,Trade Balance,-0.62T,,30
1888,0.4%,AUD,2012-07-24 19:00:00,,,Medium,CB Leading Index m/m,-1.3%,better,30
1889,0.5%,AUD,2012-07-24 20:30:00,0.6%,,High,CPI q/q,0.1%,,30
1890,0.5%,AUD,2012-07-24 20:30:00,0.6%,worse,Medium,Trimmed Mean CPI q/q,0.4%,better,30
1891,103.3,EUR,2012-07-25 03:00:00,104.8,worse,High,German Ifo Business Climate,105.2,,30
1892,-0.7%,GBP,2012-07-25 03:30:00,-0.2%,worse,High,Prelim GDP q/q,-0.3%,worse,30
1893,0.5%,GBP,2012-07-25 03:30:00,0.3%,better,Low,Index of Services 3m/3m,-0.1%,worse,30
1894,2.17|1.5,EUR,2012-07-25 04:35:00,,,Low,German 30-y Bond Auction,2.41|1.1,,30
1895,-6,GBP,2012-07-25 05:00:00,-11,better,Medium,CBI Industrial Order Expectations,-11,,30
1896,-11.3,EUR,2012-07-25 08:00:00,-13.5,better,Medium,Belgian NBB Business Climate,-13.2,,30
1897,350K,USD,2012-07-25 09:00:00,372K,worse,High,New Home Sales,382K,better,30
1898,,USD,2012-07-25 09:00:00,,,Medium,Treasury Sec Geithner Speaks,,,30
1899,2.7M,USD,2012-07-25 09:30:00,-0.1M,,Medium,Crude Oil Inventories,-0.8M,,30
1900,2.50%,NZD,2012-07-25 16:00:00,2.50%,,High,Official Cash Rate,2.50%,,30
1901,,NZD,2012-07-25 16:00:00,,,High,RBNZ Rate Statement,,,30
1902,-0.3%,JPY,2012-07-25 18:50:00,0.0%,worse,Low,SPPI y/y,0.1%,,30
1903,,JPY,2012-07-25 19:10:00,,,Medium,BOJ Gov Shirakawa Speaks,,,30
1904,5.9,EUR,2012-07-26 01:00:00,5.9,,Medium,German GfK Consumer Climate,5.8,,30
1905,-1.5%,EUR,2012-07-26 01:00:00,-0.6%,worse,Low,German Import Prices m/m,-0.7%,,30
1906,3.2%,EUR,2012-07-26 03:00:00,2.9%,better,Medium,M3 Money Supply y/y,3.1%,better,30
1907,-0.2%,EUR,2012-07-26 03:00:00,-0.2%,,Low,Private Loans y/y,-0.1%,,30
1908,-0.2%,EUR,2012-07-26 03:00:00,-0.1%,worse,Low,Italian Retail Sales m/m,-1.7%,worse,30
1909,,EUR,2012-07-26 04:30:00,,,High,ECB President Draghi Speaks,,,30
1910,-1.1%,USD,2012-07-26 07:30:00,0.1%,worse,High,Core Durable Goods Orders m/m,0.8%,better,30
1911,353K,USD,2012-07-26 07:30:00,381K,better,High,Unemployment Claims,388K,,30
1912,1.6%,USD,2012-07-26 07:30:00,0.4%,better,Medium,Durable Goods Orders m/m,1.6%,better,30
1913,-1.4%,USD,2012-07-26 09:00:00,0.6%,worse,High,Pending Home Sales m/m,5.4%,worse,30
1914,,USD,2012-07-26 09:00:00,,,Medium,Treasury Sec Geithner Speaks,,,30
1915,26B,USD,2012-07-26 09:30:00,26B,,Low,Natural Gas Storage,28B,,30
1916,-0.6%,JPY,2012-07-26 18:30:00,-0.6%,,Medium,Tokyo Core CPI y/y,-0.6%,,30
1917,-0.2%,JPY,2012-07-26 18:30:00,0.0%,worse,Low,National Core CPI y/y,-0.1%,,30
1918,0.2%,JPY,2012-07-26 18:50:00,1.2%,worse,Medium,Retail Sales y/y,3.6%,,30
1919,0.4%,EUR,2012-07-27 00:00:00,0.4%,,Medium,German Prelim CPI m/m,-0.1%,,30
1920,1.43,CHF,2012-07-27 02:00:00,1.24,,Medium,KOF Economic Barometer,1.15,,30
1921,24.6%,EUR,2012-07-27 02:00:00,24.7%,,Medium,Spanish Unemployment Rate,24.4%,,30
1922,1.5%,USD,2012-07-27 07:30:00,1.5%,,High,Advance GDP q/q,1.9%,worse,30
1923,1.6%,USD,2012-07-27 07:30:00,1.6%,,Medium,Advance GDP Price Index q/q,2.0%,better,30
1924,72.3,USD,2012-07-27 08:55:00,72.0,,Medium,Revised UoM Consumer Sentiment,72.0,,30
1925,3.0%,USD,2012-07-27 08:55:00,,,Low,Revised UoM Inflation Expectations,2.8%,,30
1926,-1.7%,GBP,2012-07-15 18:01:00,,,Medium,Rightmove HPI m/m,1.0%,,29
1927,,JPY,2012-07-15 00:00:00,,,Non-Economic,Bank Holiday,,,29
1928,1.01B,EUR,2012-07-16 03:00:00,-0.97B,better,Low,Italian Trade Balance,-0.20B,,29
1929,2.4%,EUR,2012-07-16 04:00:00,2.4%,,Medium,Final CPI y/y,2.4%,,29
1930,1.6%,EUR,2012-07-16 04:00:00,1.6%,,Medium,Final Core CPI y/y,1.6%,,29
1931,6.3B,EUR,2012-07-16 04:00:00,4.8B,better,Low,Trade Balance,4.5B,worse,29
1932,26.11B,CAD,2012-07-16 07:30:00,13.51B,better,Medium,Foreign Securities Purchases,10.16B,,29
1933,-0.4%,USD,2012-07-16 07:30:00,0.1%,worse,High,Core Retail Sales m/m,-0.4%,,29
1934,-0.5%,USD,2012-07-16 07:30:00,0.1%,worse,High,Retail Sales m/m,-0.2%,,29
1935,7.4,USD,2012-07-16 07:30:00,3.9,better,Medium,Empire State Manufacturing Index,2.3,,29
1936,0.3%,USD,2012-07-16 09:00:00,0.2%,worse,Medium,Business Inventories m/m,0.3%,better,29
1937,0.3%,NZD,2012-07-16 17:45:00,0.5%,worse,High,CPI q/q,0.5%,,29
1938,,AUD,2012-07-16 20:30:00,,,High,Monetary Policy Meeting Minutes,,,29
1939,-0.6%,AUD,2012-07-16 20:30:00,,,Medium,New Motor Vehicle Sales m/m,2.3%,,29
1940,-3.0%,CNY,2012-07-16 20:56:00,,,Low,Foreign Direct Investment ytd/y,-1.9%,,29
1941,2.4%,GBP,2012-07-17 03:30:00,2.8%,worse,High,CPI y/y,2.8%,,29
1942,2.8%,GBP,2012-07-17 03:30:00,3.0%,worse,Medium,RPI y/y,3.1%,,29
1943,2.1%,GBP,2012-07-17 03:30:00,2.3%,worse,Low,Core CPI y/y,2.2%,,29
1944,2.3%,GBP,2012-07-17 03:30:00,1.3%,better,Low,ONS HPI y/y,1.4%,,29
1945,-19.6,EUR,2012-07-17 04:00:00,-17.3,worse,High,German ZEW Economic Sentiment,-16.9,,29
1946,-22.3,EUR,2012-07-17 04:00:00,-18.3,worse,Medium,ZEW Economic Sentiment,-20.1,,29
1947,,GBP,2012-07-17 04:00:00,,,High,BOE Gov King Speaks,,,29
1948,-0.4%,CAD,2012-07-17 07:30:00,0.7%,worse,Medium,Manufacturing Sales m/m,-1.1%,worse,29
1949,0.2%,USD,2012-07-17 07:30:00,0.2%,,High,Core CPI m/m,0.2%,,29
1950,0.0%,USD,2012-07-17 07:30:00,0.0%,,Medium,CPI m/m,-0.3%,,29
1951,55.0B,USD,2012-07-17 07:55:00,45.7B,better,Medium,TIC Long-Term Purchases,27.2B,,29
1952,,CAD,2012-07-17 08:00:00,,,High,BOC Rate Statement,,,29
1953,1.00%,CAD,2012-07-17 08:00:00,1.00%,,High,Overnight Rate,1.00%,,29
1954,78.9%,USD,2012-07-17 08:15:00,79.2%,worse,Medium,Capacity Utilization Rate,78.7%,worse,29
1955,0.4%,USD,2012-07-17 08:15:00,0.4%,,Medium,Industrial Production m/m,-0.2%,worse,29
1956,,USD,2012-07-17 09:00:00,,,High,Fed Chairman Bernanke Testifies,,,29
1957,,USD,2012-07-17 09:00:00,,,Low,Fed Monetary Policy Report,,,29
1958,35,USD,2012-07-17 09:00:00,30,better,Low,NAHB Housing Market Index,29,,29
1959,-1.2%,NZD,2012-07-17 09:30:00,,,Low,GDT Price Index,-6.0%,,29
1960,,USD,2012-07-17 12:15:00,,,Medium,FOMC Member Pianalto Speaks,,,29
1961,,JPY,2012-07-17 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,29
1962,0.8%,AUD,2012-07-17 19:30:00,,,Medium,MI Leading Index m/m,0.5%,,29
1963,6.1K,GBP,2012-07-18 03:30:00,6.2K,,High,Claimant Count Change,6.9K,better,29
1964,7-0-2,GBP,2012-07-18 03:30:00,9-0-0,worse,High,MPC Asset Purchase Facility Votes,4-0-5,,29
1965,0-0-9,GBP,2012-07-18 03:30:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,29
1966,8.1%,GBP,2012-07-18 03:30:00,8.2%,better,Medium,Unemployment Rate,8.2%,,29
1967,1.5%,GBP,2012-07-18 03:30:00,1.4%,better,Low,Average Earnings Index 3m/y,1.4%,,29
1968,-42.5,CHF,2012-07-18 04:00:00,,,Medium,Credit Suisse Economic Expectations,-43.4,,29
1969,0.76M,USD,2012-07-18 07:30:00,0.77M,,High,Building Permits,0.78M,,29
1970,0.76M,USD,2012-07-18 07:30:00,0.74M,,Medium,Housing Starts,0.71M,,29
1971,,USD,2012-07-18 09:00:00,,,High,Fed Chairman Bernanke Testifies,,,29
1972,,CAD,2012-07-18 09:30:00,,,High,BOC Monetary Policy Report,,,29
1973,-0.8M,USD,2012-07-18 09:30:00,0.5M,,Medium,Crude Oil Inventories,-4.7M,,29
1974,,CAD,2012-07-18 10:15:00,,,High,BOC Press Conference,,,29
1975,,USD,2012-07-18 13:00:00,,,Medium,Beige Book,,,29
1976,-2,AUD,2012-07-18 20:30:00,,,Medium,NAB Quarterly Business Confidence,-1,,29
1977,-0.3%,JPY,2012-07-18 23:30:00,-0.2%,,Low,All Industries Activity m/m,0.1%,,29
1978,2.25B,CHF,2012-07-19 01:00:00,2.21B,better,Medium,Trade Balance,2.52B,better,29
1979,10.9B,EUR,2012-07-19 03:00:00,5.3B,better,Medium,Current Account,5.5B,better,29
1980,0.1%,GBP,2012-07-19 03:30:00,0.6%,worse,High,Retail Sales m/m,1.5%,better,29
1981,0.9%,CAD,2012-07-19 07:30:00,0.2%,better,Medium,Wholesale Sales m/m,1.2%,worse,29
1982,386K,USD,2012-07-19 07:30:00,367K,worse,High,Unemployment Claims,352K,,29
1983,4.37M,USD,2012-07-19 09:00:00,4.64M,worse,High,Existing Home Sales,4.62M,better,29
1984,-12.9,USD,2012-07-19 09:00:00,-7.9,worse,High,Philly Fed Manufacturing Index,-16.6,,29
1985,-0.3%,USD,2012-07-19 09:00:00,-0.1%,worse,Low,CB Leading Index m/m,0.4%,better,29
1986,28B,USD,2012-07-19 09:30:00,34B,,Low,Natural Gas Storage,33B,,29
1987,2.8%,NZD,2012-07-19 17:45:00,,,Low,Visitor Arrivals m/m,-0.8%,better,29
1988,,AUD,2012-07-19 18:15:00,,,Medium,RBA Assist Gov Kent Speaks,,,29
1989,2.4%,AUD,2012-07-19 20:30:00,1.6%,better,Medium,Import Prices q/q,-1.2%,,29
1990,4.6%,NZD,2012-07-19 22:00:00,,,Low,Credit Card Spending y/y,3.9%,,29
1991,-0.4%,EUR,2012-07-20 01:00:00,-0.2%,worse,Medium,German PPI m/m,-0.3%,,29
1992,12.1B,GBP,2012-07-20 03:30:00,11.8B,,High,Public Sector Net Borrowing,16.1B,worse,29
1993,,EUR,2012-07-20 00:00:00,,,High,Eurogroup Meetings,,,29
1994,-0.4%,CAD,2012-07-20 07:30:00,-0.1%,worse,High,Core CPI m/m,0.2%,,29
1995,-0.4%,CAD,2012-07-20 07:30:00,-0.2%,worse,Medium,CPI m/m,-0.1%,,29
1996,0.28T,JPY,2012-07-08 18:50:00,0.42T,worse,High,Current Account,0.29T,,28
1997,-14.8%,JPY,2012-07-08 18:50:00,-2.4%,worse,Medium,Core Machinery Orders m/m,5.7%,,28
1998,0.7%,JPY,2012-07-08 18:50:00,,,Low,Bank Lending y/y,0.2%,worse,28
1999,-1.2%,AUD,2012-07-08 20:30:00,,,Medium,ANZ Job Advertisements m/m,-2.6%,worse,28
2000,2.2%,CNY,2012-07-08 20:30:00,2.4%,worse,High,CPI y/y,3.0%,,28
2001,-2.1%,CNY,2012-07-08 20:30:00,-2.0%,,Medium,PPI y/y,-1.4%,,28
2002,43.8,JPY,2012-07-09 00:00:00,47.6,worse,Low,Economy Watchers Sentiment,47.2,,28
2003,2.9%,CHF,2012-07-09 00:45:00,3.2%,better,Low,Unemployment Rate,2.9%,better,28
2004,15.0B,EUR,2012-07-09 01:00:00,15.7B,worse,Low,German Trade Balance,16.2B,,28
2005,,EUR,2012-07-09 00:00:00,,,High,Eurogroup Meetings,,,28
2006,-29.6,EUR,2012-07-09 03:30:00,-26.3,worse,Medium,Sentix Investor Confidence,-28.9,,28
2007,,EUR,2012-07-09 07:30:00,,,High,ECB President Draghi Speaks,,,28
2008,,CAD,2012-07-09 09:30:00,,,High,BOC Business Outlook Survey,,,28
2009,,GBP,2012-07-09 10:30:00,,,High,MPC Member Tucker Speaks,,,28
2010,,USD,2012-07-09 10:55:00,,,Medium,FOMC Member Williams Speaks,,,28
2011,0.3%,NZD,2012-07-09 13:00:00,,,Medium,REINZ HPI m/m,1.7%,,28
2012,17.1B,USD,2012-07-09 14:00:00,8.7B,better,Low,Consumer Credit m/m,10.0B,better,28
2013,-4,NZD,2012-07-09 17:00:00,,,High,NZIER Business Confidence,13,,28
2014,1.4%,GBP,2012-07-09 18:01:00,,,Medium,BRC Retail Sales Monitor y/y,1.3%,,28
2015,-22%,GBP,2012-07-09 18:01:00,-15%,worse,Medium,RICS House Price Balance,-17%,worse,28
2016,2.2%,JPY,2012-07-09 18:50:00,2.2%,,Low,M2 Money Stock y/y,2.2%,better,28
2017,-3,AUD,2012-07-09 20:30:00,,,Medium,NAB Business Confidence,-2,,28
2018,31.7B,CNY,2012-07-09 21:00:00,22.6B,better,High,USD-Denominated Trade Balance,18.7B,,28
2019,1.85|4.1,JPY,2012-07-09 22:45:00,,,Low,30-y Bond Auction,1.86|3.2,,28
2020,40.4,JPY,2012-07-10 00:00:00,40.9,worse,Low,Consumer Confidence,40.7,,28
2021,-1.9%,EUR,2012-07-10 01:45:00,-0.9%,worse,Medium,French Industrial Production m/m,1.4%,worse,28
2022,0.8%,EUR,2012-07-10 03:00:00,-0.3%,better,Medium,Italian Industrial Production m/m,-2.0%,worse,28
2023,,EUR,2012-07-10 00:00:00,,,Medium,ECOFIN Meetings,,,28
2024,1.2%,GBP,2012-07-10 03:30:00,0.1%,better,High,Manufacturing Production m/m,-0.8%,worse,28
2025,-8.4B,GBP,2012-07-10 03:30:00,-9.0B,better,Medium,Goods Trade Balance,-9.7B,better,28
2026,1.0%,GBP,2012-07-10 03:30:00,-0.1%,better,Low,Industrial Production m/m,-0.4%,worse,28
2027,91.4,USD,2012-07-10 06:30:00,93.3,worse,Low,NFIB Small Business Index,94.4,,28
2028,223K,CAD,2012-07-10 07:13:00,203K,better,Medium,Housing Starts,217K,better,28
2029,-0.2%,GBP,2012-07-10 09:00:00,,,Medium,NIESR GDP Estimate,0.1%,,28
2030,47.0,USD,2012-07-10 09:00:00,46.9,,Low,IBD/TIPP Economic Optimism,46.7,,28
2031,3.64M,USD,2012-07-10 09:00:00,3.59M,,Low,JOLTS Job Openings,3.45M,,28
2032,,AUD,2012-07-10 18:00:00,,,Medium,RBA Deputy Gov Lowe Speaks,,,28
2033,0.7%,JPY,2012-07-10 18:50:00,0.2%,better,Medium,Tertiary Industry Activity m/m,-0.2%,,28
2034,-1.3%,JPY,2012-07-10 18:50:00,-0.9%,worse,Low,PPI y/y,-0.7%,worse,28
2035,3.7%,AUD,2012-07-10 19:30:00,,,Medium,Westpac Consumer Sentiment,0.3%,,28
2036,-1.2%,AUD,2012-07-10 20:30:00,0.8%,worse,Medium,Home Loans m/m,0.5%,better,28
2037,-0.1%,EUR,2012-07-11 01:00:00,-0.1%,,Low,German Final CPI m/m,-0.1%,,28
2038,-15.5%,JPY,2012-07-11 01:00:00,,,Low,Prelim Machine Tool Orders y/y,-3.0%,,28
2039,1.31|1.5,EUR,2012-07-11 04:36:00,,,Medium,German 10-y Bond Auction,1.52|1.4,,28
2040,-0.8B,CAD,2012-07-11 07:30:00,-0.5B,worse,High,Trade Balance,-0.6B,worse,28
2041,-48.7B,USD,2012-07-11 07:30:00,-48.5B,,High,Trade Balance,-50.6B,,28
2042,0.3%,USD,2012-07-11 09:00:00,0.4%,better,Low,Final Wholesale Inventories m/m,0.5%,better,28
2043,-4.7M,USD,2012-07-11 09:30:00,-1.3M,,Medium,Crude Oil Inventories,-4.3M,,28
2044,1.46|3.6,USD,2012-07-11 12:00:00,,,Medium,10-y Bond Auction,1.62|3.1,,28
2045,,USD,2012-07-11 13:00:00,,,High,FOMC Meeting Minutes,,,28
2046,50.2,NZD,2012-07-11 17:28:00,,,Low,Business NZ Manufacturing Index,55.8,,28
2047,1.4%,NZD,2012-07-11 17:45:00,,,Low,FPI m/m,0.3%,,28
2048,,AUD,2012-07-11 19:00:00,,,Medium,RBA Deputy Gov Lowe Speaks,,,28
2049,3.3%,AUD,2012-07-11 20:00:00,,,Medium,MI Inflation Expectations,2.3%,,28
2050,-27.0K,AUD,2012-07-11 20:30:00,0.2K,worse,High,Employment Change,27.8K,worse,28
2051,5.2%,AUD,2012-07-11 20:30:00,5.2%,,High,Unemployment Rate,5.1%,,28
2052,,JPY,2012-07-11 22:51:00,,,High,Monetary Policy Statement,,,28
2053,<0.10%,JPY,2012-07-11 22:51:00,<0.10%,,High,Overnight Call Rate,<0.10%,,28
2054,0.0%,EUR,2012-07-12 00:30:00,-0.1%,better,Low,French Final CPI m/m,-0.1%,,28
2055,-1.1%,EUR,2012-07-12 01:00:00,-0.5%,worse,Low,German WPI m/m,-0.7%,,28
2056,,JPY,2012-07-12 02:31:00,,,High,BOJ Press Conference,,,28
2057,920B,CNY,2012-07-12 03:00:00,887B,better,Medium,New Loans,793B,,28
2058,13.6%,CNY,2012-07-12 03:00:00,13.5%,,Low,M2 Money Supply y/y,13.2%,,28
2059,,EUR,2012-07-12 03:00:00,,,Medium,ECB Monthly Bulletin,,,28
2060,0.6%,EUR,2012-07-12 04:00:00,0.0%,better,Medium,Industrial Production m/m,-1.1%,worse,28
2061,1.72|2.2,GBP,2012-07-12 04:35:00,,,Medium,10-y Bond Auction,1.92|1.6,,28
2062,,EUR,2012-07-12 07:00:00,,,Medium,ECB President Draghi Speaks,,,28
2063,0.3%,CAD,2012-07-12 07:30:00,0.2%,better,Medium,NHPI m/m,0.2%,,28
2064,350K,USD,2012-07-12 07:30:00,376K,better,High,Unemployment Claims,376K,,28
2065,-2.7%,USD,2012-07-12 07:30:00,-1.5%,worse,Medium,Import Prices m/m,-1.2%,worse,28
2066,33B,USD,2012-07-12 09:30:00,27B,,Low,Natural Gas Storage,39B,,28
2067,2.58|2.7,USD,2012-07-12 12:00:00,,,Low,30-y Bond Auction,2.72|2.4,,28
2068,-59.7B,USD,2012-07-12 12:54:00,-91.7B,better,Medium,Federal Budget Balance,-124.6B,,28
2069,,USD,2012-07-12 14:40:00,,,Medium,FOMC Member Williams Speaks,,,28
2070,7.6%,CNY,2012-07-12 21:00:00,7.7%,worse,High,GDP q/y,8.1%,,28
2071,20.4%,CNY,2012-07-12 21:00:00,20.0%,better,Medium,Fixed Asset Investment ytd/y,20.1%,,28
2072,9.5%,CNY,2012-07-12 21:00:00,9.8%,worse,Medium,Industrial Production y/y,9.6%,,28
2073,,CNY,2012-07-12 21:00:00,,,Medium,NBS Press Conference,,,28
2074,13.7%,CNY,2012-07-12 21:00:00,13.6%,,Low,Retail Sales y/y,13.8%,,28
2075,-3.4%,JPY,2012-07-12 23:30:00,-3.1%,worse,Low,Revised Industrial Production m/m,-3.1%,,28
2076,,JPY,2012-07-13 00:00:00,,,Low,BOJ Monthly Report,,,28
2077,-0.3%,CHF,2012-07-13 02:15:00,-0.2%,worse,Medium,PPI m/m,-0.2%,,28
2078,-0.8%,GBP,2012-07-13 04:00:00,,,Low,CB Leading Index m/m,0.2%,,28
2079,5.82|1.7,EUR,2012-07-13 04:29:00,,,High,Italian 10-y Bond Auction,6.19|1.3,,28
2080,0.1%,USD,2012-07-13 07:30:00,-0.5%,better,High,PPI m/m,-1.0%,,28
2081,0.2%,USD,2012-07-13 07:30:00,0.3%,worse,Medium,Core PPI m/m,0.2%,,28
2082,72.0,USD,2012-07-13 08:55:00,73.5,worse,High,Prelim UoM Consumer Sentiment,73.2,worse,28
2083,2.8%,USD,2012-07-13 08:55:00,,,Low,Prelim UoM Inflation Expectations,3.1%,,28
2084,,USD,2012-07-13 12:20:00,,,Medium,FOMC Member Lockhart Speaks,,,28
2085,47.2,AUD,2012-07-01 18:19:00,,,Low,AIG Manufacturing Index,42.4,,27
2086,-1,JPY,2012-07-01 18:50:00,-4,better,Medium,Tankan Manufacturing Index,-4,,27
2087,8,JPY,2012-07-01 18:50:00,6,better,Medium,Tankan Non-Manufacturing Index,5,,27
2088,-0.2%,AUD,2012-07-01 19:30:00,,,Low,MI Inflation Gauge m/m,0.0%,,27
2089,48.2,CNY,2012-07-01 21:30:00,,,Medium,Caixin Manufacturing PMI,48.1,,27
2090,-10.5%,AUD,2012-07-02 01:30:00,,,Low,Commodity Prices y/y,-10.2%,,27
2091,6.2%,CHF,2012-07-02 02:15:00,2.1%,better,High,Retail Sales y/y,0.2%,,27
2092,41.1,EUR,2012-07-02 02:15:00,,,Medium,Spanish Manufacturing PMI,42.0,,27
2093,48.1,CHF,2012-07-02 02:30:00,44.8,better,Medium,Manufacturing PMI,45.4,,27
2094,44.6,EUR,2012-07-02 02:45:00,44.6,,Medium,Italian Manufacturing PMI,44.8,,27
2095,45.2,EUR,2012-07-02 02:50:00,45.3,,Low,French Final Manufacturing PMI,45.3,,27
2096,45.0,EUR,2012-07-02 02:55:00,44.7,,Low,German Final Manufacturing PMI,44.7,,27
2097,45.1,EUR,2012-07-02 03:00:00,44.8,,Low,Final Manufacturing PMI,44.8,,27
2098,10.1%,EUR,2012-07-02 03:00:00,10.4%,better,Low,Italian Monthly Unemployment Rate,10.2%,,27
2099,48.6,GBP,2012-07-02 03:30:00,46.6,better,High,Manufacturing PMI,45.9,,27
2100,11.1%,EUR,2012-07-02 04:00:00,11.1%,,Medium,Unemployment Rate,11.0%,,27
2101,,CAD,2012-07-02 00:00:00,,,Non-Economic,Bank Holiday,,,27
2102,52.5,USD,2012-07-02 08:00:00,53.0,worse,Low,Final Manufacturing PMI,52.9,,27
2103,49.7,USD,2012-07-02 09:00:00,52.1,worse,High,ISM Manufacturing PMI,53.5,,27
2104,0.9%,USD,2012-07-02 09:00:00,0.3%,better,Low,Construction Spending m/m,0.6%,better,27
2105,37.0,USD,2012-07-02 09:00:00,45.8,worse,Low,ISM Manufacturing Prices,47.5,,27
2106,,USD,2012-07-02 12:15:00,,,Medium,FOMC Member Williams Speaks,,,27
2107,5.9%,JPY,2012-07-02 18:50:00,3.6%,better,Low,Monetary Base y/y,2.4%,,27
2108,56.7,CNY,2012-07-02 20:00:00,,,Low,Non-Manufacturing PMI,55.2,,27
2109,-2.4%,NZD,2012-07-02 20:00:00,,,Low,ANZ Commodity Prices m/m,-4.2%,,27
2110,27.3%,AUD,2012-07-02 20:30:00,5.1%,better,High,Building Approvals m/m,-7.6%,better,27
2111,-0.8%,JPY,2012-07-02 20:30:00,0.6%,worse,Medium,Average Cash Earnings y/y,0.2%,worse,27
2112,0.84|3.1,JPY,2012-07-02 22:45:00,,,Low,10-y Bond Auction,0.86|3.0,,27
2113,3.50%,AUD,2012-07-02 23:30:00,3.50%,,High,Cash Rate,3.50%,,27
2114,,AUD,2012-07-02 23:30:00,,,High,RBA Rate Statement,,,27
2115,-98.9K,EUR,2012-07-03 02:00:00,,,Medium,Spanish Unemployment Change,-30.1K,,27
2116,48.2,GBP,2012-07-03 03:30:00,53.1,worse,High,Construction PMI,54.4,,27
2117,1.3B,GBP,2012-07-03 03:30:00,1.1B,better,Medium,Net Lending to Individuals m/m,1.4B,,27
2118,-0.1%,GBP,2012-07-03 03:30:00,1.4%,worse,Low,M4 Money Supply m/m,0.9%,worse,27
2119,51K,GBP,2012-07-03 03:30:00,51K,,Low,Mortgage Approvals,52K,,27
2120,-0.5%,EUR,2012-07-03 04:00:00,-0.2%,worse,Low,PPI m/m,0.1%,better,27
2121,54.8,CAD,2012-07-03 08:30:00,,,Low,Manufacturing PMI,54.7,,27
2122,0.7%,USD,2012-07-03 09:00:00,0.1%,better,Medium,Factory Orders m/m,-0.7%,,27
2123,-6.0%,NZD,2012-07-03 09:30:00,,,Low,GDT Price Index,-0.1%,,27
2124,14.1M,USD,2012-07-03 00:00:00,14.0M,,Low,Total Vehicle Sales,13.8M,,27
2125,1.1%,GBP,2012-07-03 18:01:00,,,Low,BRC Shop Price Index y/y,1.5%,,27
2126,48.8,AUD,2012-07-03 18:25:00,,,Medium,AIG Services Index,43.5,,27
2127,0.5%,AUD,2012-07-03 20:30:00,0.3%,better,High,Retail Sales m/m,0.1%,better,27
2128,52.3,CNY,2012-07-03 21:30:00,,,Low,Caixin Services PMI,54.7,,27
2129,43.4,EUR,2012-07-04 02:15:00,,,Low,Spanish Services PMI,41.8,,27
2130,43.1,EUR,2012-07-04 02:45:00,42.6,better,Low,Italian Services PMI,42.8,,27
2131,47.9,EUR,2012-07-04 02:50:00,47.3,better,Low,French Final Services PMI,47.3,,27
2132,49.9,EUR,2012-07-04 02:55:00,50.3,worse,Low,German Final Services PMI,50.3,,27
2133,47.1,EUR,2012-07-04 03:00:00,46.8,,Medium,Final Services PMI,46.8,,27
2134,51.3,GBP,2012-07-04 03:30:00,52.9,worse,High,Services PMI,53.3,,27
2135,-8.8B,GBP,2012-07-04 03:30:00,-7.9B,worse,Low,Housing Equity Withdrawal q/q,-8.6B,,27
2136,0.6%,EUR,2012-07-04 04:00:00,0.2%,better,Medium,Retail Sales m/m,-1.4%,worse,27
2137,0.0%,EUR,2012-07-04 04:07:00,0.0%,,Low,Final GDP q/q,0.0%,,27
2138,,USD,2012-07-04 00:00:00,,,Non-Economic,Bank Holiday,,,27
2139,-0.29B,AUD,2012-07-04 20:30:00,-0.51B,better,High,Trade Balance,-0.03B,better,27
2140,1.0%,GBP,2012-07-05 02:00:00,-0.3%,better,Medium,Halifax HPI m/m,0.4%,,27
2141,6.43|3.2,EUR,2012-07-05 03:43:00,,,High,Spanish 10-y Bond Auction,6.04|3.3,,27
2142,2.53|1.9,EUR,2012-07-05 04:02:00,,,Medium,French 10-y Bond Auction,2.46|2.0,,27
2143,0.6%,EUR,2012-07-05 05:00:00,0.1%,better,Medium,German Factory Orders m/m,-1.4%,better,27
2144,375B,GBP,2012-07-05 06:00:00,375B,,High,Asset Purchase Facility,325B,,27
2145,,GBP,2012-07-05 06:00:00,,,High,MPC Rate Statement,,,27
2146,0.50%,GBP,2012-07-05 06:00:00,0.50%,,High,Official Bank Rate,0.50%,,27
2147,-9.4%,USD,2012-07-05 06:30:00,,,Low,Challenger Job Cuts y/y,66.7%,,27
2148,0.75%,EUR,2012-07-05 06:45:00,0.75%,,High,Main Refinancing Rate,1.00%,,27
2149,176K,USD,2012-07-05 07:15:00,103K,better,High,ADP Non-Farm Employment Change,136K,,27
2150,,EUR,2012-07-05 07:30:00,,,High,ECB Press Conference,,,27
2151,374K,USD,2012-07-05 07:30:00,385K,better,High,Unemployment Claims,388K,,27
2152,52.1,USD,2012-07-05 09:00:00,53.1,worse,High,ISM Non-Manufacturing PMI,53.7,,27
2153,-4.3M,USD,2012-07-05 10:00:00,-1.6M,,Medium,Crude Oil Inventories,-0.1M,,27
2154,34.8,AUD,2012-07-05 18:20:00,,,Low,AIG Construction Index,34.7,,27
2155,95.9%,JPY,2012-07-06 00:00:00,95.3%,better,Low,Leading Indicators,95.6%,better,27
2156,-69.6B,EUR,2012-07-06 01:45:00,,,Low,French Gov Budget Balance,-59.9B,,27
